fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,long_diff,lat_diff,year,month,day,hour,weekday,time_of_day,distance,cost_per_km,Country,State,City,Area,max_temp,min_temp,precipitation,snow
13.0,-73.9840316772461,40.75536346435547,-73.94937896728516,40.78406524658203,1,0.0346527099609375,0.0287017822265625,2015,3,15,13,6,afternoon,4326.4693758499125,3.004759509581925,United States,New York,New York,Manhattan,6.7,2.2,0.0,0.0
4.5,-73.979839,40.743084,-73.988362,40.748393,1,0.0085229999999967,0.0053089999999968,2011,7,1,22,4,night,930.4510431973156,4.83636407621901,United States,New York,New York,Manhattan,28.3,17.2,0.0,0.0
7.3,-73.98456999999999,40.739996000000005,-73.991345,40.756069,1,0.0067750000000046,0.0160729999999915,2010,8,7,17,5,evening rush hour,1874.36066019023,3.894661339754708,United States,New York,New York,Manhattan,30.6,20.0,0.0,0.0
8.5,-73.985155,40.747725,-73.988264,40.770344,1,0.0031089999999949,0.0226189999999988,2010,6,19,4,5,early morning,2525.5049558776695,3.365663559763659,United States,New York,New York,Manhattan,27.2,17.8,0.0,0.0
5.0,-73.98420300000001,40.729392,-73.985419,40.735653000000006,1,0.0012159999999852,0.0062610000000091,2014,3,29,22,5,night,702.8232542529022,7.114164151149176,United States,New York,New York,Manhattan,15.0,6.1,46.0,0.0
7.5,-73.983827,40.761462,-73.995708,40.7401,1,0.0118809999999882,0.0213620000000034,2014,7,6,8,6,morning rush hour,2575.698279551138,2.9118317388118187,United States,New York,New York,Manhattan,28.9,18.9,0.0,0.0
9.3,-73.9809,40.7471,-73.9918,40.7689,2,0.0108999999999923,0.0217999999999989,2011,8,4,20,3,night,2589.941997769908,3.59081400587652,United States,New York,New York,Manhattan,28.9,19.4,0.0,0.0
6.9,-73.9769,40.759019,-73.98804200000001,40.769934,1,0.0111420000000066,0.0109149999999971,2010,8,10,14,1,afternoon,1534.350328645995,4.497017318130329,United States,New York,New York,Manhattan,33.3,25.6,0.0,0.0
4.1,-73.992738,40.742812,-73.981439,40.738099,1,0.0112990000000081,0.0047130000000024,2009,6,26,6,4,early morning,1088.4521269592178,3.766817022494199,United States,New York,New York,Manhattan,28.3,17.8,18.5,0.0
6.9,-73.98517700000001,40.741837,-73.97211,40.754007,1,0.0130670000000066,0.0121700000000046,2011,4,27,11,2,afternoon,1744.802098488932,3.9546032217497182,United States,New York,New York,Manhattan,23.9,16.1,0.0,0.0
8.5,-73.978728,40.756475,-74.001078,40.729303,5,0.0223500000000029,0.0271720000000001,2009,7,24,18,4,evening rush hour,3559.2529690008328,2.3881415774687555,United States,New York,New York,Manhattan,25.6,17.2,0.5,0.0
5.3,-73.987562,40.747432,-73.981643,40.753722,1,0.0059189999999915,0.0062899999999999,2010,11,2,10,1,morning rush hour,858.9349752072967,6.170432166557066,United States,New York,New York,Manhattan,10.0,2.2,0.0,0.0
8.5,-73.981959,40.778375,-73.950485,40.771491,1,0.0314740000000028,0.0068839999999994,2009,10,7,4,2,early morning,2764.844365033311,3.0743140943116307,United States,New York,New York,Manhattan,20.6,13.9,4.1,0.0
4.1,-73.98207099999999,40.783038,-73.97388000000001,40.788967,1,0.0081909999999822,0.0059290000000018,2010,3,3,10,2,morning rush hour,954.7298565206823,4.294408488430026,United States,New York,New York,Manhattan,5.0,1.1,1.8,0.0
6.1,-73.981184,40.761482,-73.982084,40.773124,1,0.0009000000000014,0.0116420000000019,2009,8,18,18,1,evening rush hour,1295.068440692174,4.710175777845176,United States,New York,New York,Manhattan,32.2,20.0,16.3,0.0
3.7,-73.982712,40.750952000000005,-73.987775,40.74395,2,0.0050629999999927,0.007002000000007,2009,12,23,12,2,afternoon,887.3826961451402,4.169565189937881,United States,New York,New York,Manhattan,-1.1,-6.7,0.0,0.0
4.5,-73.988799,40.748576,-73.981222,40.745414,1,0.0075769999999977,0.0031620000000032,2014,3,31,18,0,evening rush hour,729.9312266425557,6.16496436342164,United States,New York,New York,Manhattan,13.3,2.2,4.1,0.0
5.7,-74.00330500000001,40.740178,-73.987425,40.733555,1,0.0158800000000098,0.0066229999999976,2009,10,3,18,5,evening rush hour,1529.7674328058176,3.7260565741979255,United States,New York,New York,Manhattan,21.1,17.2,7.4,0.0
5.3,-73.97937399999999,40.786802,-73.981964,40.76927,1,0.002590000000012,0.0175320000000027,2011,5,5,5,3,early morning,1959.1600919983591,2.7052408946294717,United States,New York,New York,Manhattan,18.3,7.8,0.0,0.0
9.5,-73.98657989501955,40.76240921020508,-73.96116638183594,40.76908874511719,1,0.0254135131836079,0.0066795349121093,2015,2,1,15,6,evening rush hour,2270.3152391616823,4.184440925264586,United States,New York,New York,Manhattan,2.2,-6.6,0.8,8.0
5.7,-73.970619,40.76455,-73.957708,40.769967,2,0.0129110000000025,0.0054170000000013,2009,4,16,13,3,afternoon,1245.0484274318258,4.57813517483609,United States,New York,New York,Manhattan,17.8,6.7,0.0,0.0
5.0,-73.97828299999999,40.752223,-73.988874,40.75868,1,0.0105910000000051,0.0064569999999974,2014,3,2,10,6,morning rush hour,1146.3135032537098,4.361808515565717,United States,New York,New York,Manhattan,4.4,0.0,0.0,0.0
4.1,-73.98154699999999,40.768763,-73.966842,40.763487,1,0.0147049999999921,0.005276000000002,2010,9,9,14,3,afternoon,1372.8702640645154,2.9864438813479377,United States,New York,New York,Manhattan,21.1,16.1,0.0,0.0
8.9,-73.967508,40.756347,-73.980205,40.726377,5,0.0126970000000028,0.0299699999999987,2011,9,17,3,5,early morning,3496.654570515486,2.545290025227725,United States,New York,New York,Manhattan,18.3,11.7,0.0,0.0
12.9,-73.954172,40.770073,-73.979148,40.749785,1,0.0249759999999952,0.0202879999999936,2011,6,20,11,0,afternoon,3086.033405468367,4.1801232537345685,United States,New York,New York,Manhattan,27.2,19.4,0.0,0.0
8.1,-73.990183,40.749402,-74.00719699999999,40.721971999999994,5,0.0170139999999889,0.0274300000000096,2009,4,10,18,4,evening rush hour,3368.088192557465,2.404925149495414,United States,New York,New York,Manhattan,15.0,7.2,0.0,0.0
4.1,-73.96037700000001,40.781535,-73.969287,40.785422,1,0.0089099999999859,0.0038869999999988,2011,3,24,23,3,clubbing,867.1590475325389,4.728083056581558,United States,New York,New York,Manhattan,6.7,-1.1,2.3,25.0
5.7,-73.97155699999999,40.750117,-73.985152,40.738955,1,0.0135950000000093,0.0111620000000058,2011,9,2,20,4,night,1689.6291641952596,3.3735213150838392,United States,New York,New York,Manhattan,25.6,18.3,0.0,0.0
5.7,-73.990832,40.756058,-73.97282299999999,40.749967,1,0.0180090000000063,0.0060910000000049,2010,12,10,21,4,night,1664.466537740912,3.4245206321397688,United States,New York,New York,Manhattan,3.3,-5.6,0.0,0.0
17.0,-73.99417877197266,40.728294372558594,-73.97157287597656,40.76060104370117,1,0.0226058959960937,0.0323066711425781,2015,2,3,9,1,morning rush hour,4064.0348438032074,4.183035001759742,United States,New York,New York,Manhattan,-3.2,-10.5,0.0,0.0
10.0,-73.96935500000001,40.754047,-73.985736,40.748926,1,0.0163809999999955,0.0051210000000025,2014,4,5,17,5,evening rush hour,1495.709054899923,6.685792244982492,United States,New York,New York,Manhattan,12.2,4.4,0.0,0.0
5.0,-73.969252,40.763574,-73.95788,40.765402,2,0.0113719999999943,0.0018280000000032,2014,10,10,21,4,night,981.4068641553744,5.094726950277789,United States,New York,New York,Manhattan,17.8,11.1,0.0,0.0
7.3,-73.986108,40.734658,-73.998112,40.722538,3,0.0120040000000045,0.012120000000003,2011,8,11,14,3,afternoon,1685.186069751022,4.331865858040555,United States,New York,New York,Manhattan,27.8,20.6,0.0,0.0
9.7,-73.989784,40.762188,-73.994508,40.7389,3,0.0047239999999959,0.0232880000000008,2011,3,31,22,3,night,2616.7024373956324,3.706955694073597,United States,New York,New York,Manhattan,6.1,2.8,3.3,0.0
6.0,-73.98198199999999,40.74329,-73.988318,40.737127,1,0.0063360000000187,0.0061630000000008,2014,12,9,18,1,evening rush hour,868.7925558836521,6.906136521735477,United States,New York,New York,Manhattan,5.6,2.2,64.5,0.0
8.1,-73.992437,40.749970000000005,-73.989202,40.73372,1,0.0032349999999894,0.0162500000000065,2009,2,15,15,6,evening rush hour,1825.1138977217024,4.438079185146343,United States,New York,New York,Manhattan,5.6,-2.2,0.0,0.0
6.1,-73.950942,40.785779999999995,-73.967815,40.765775,5,0.0168730000000039,0.0200049999999976,2009,12,20,14,6,afternoon,2638.981282985568,2.3114980160446095,United States,New York,New York,Manhattan,1.1,-6.1,3.3,46.0
10.9,-73.955368,40.764497,-73.972727,40.760624,1,0.017358999999999,0.0038729999999986,2011,6,1,10,2,morning rush hour,1527.5303691683014,7.135701011256983,United States,New York,New York,Manhattan,32.2,20.6,0.0,0.0
5.7,-73.9892,40.721362,-73.986335,40.734508,1,0.0028649999999998,0.0131459999999989,2011,3,19,2,5,clubbing,1479.7737830464714,3.8519401176747263,United States,New York,New York,Manhattan,15.0,3.3,0.0,0.0
7.7,-73.981717,40.768237,-73.970588,40.75585,1,0.0111289999999968,0.0123869999999968,2009,5,1,15,4,evening rush hour,1665.8999442208822,4.622126332803967,United States,New York,New York,Manhattan,21.7,11.7,10.7,0.0
5.7,-73.96419300000001,40.773635,-73.949905,40.780078,3,0.0142880000000076,0.0064430000000044,2010,5,8,17,5,evening rush hour,1402.416583420316,4.064412862331122,United States,New York,New York,Manhattan,24.4,9.4,1.0,0.0
4.1,-73.95775,40.779245,-73.95613399999999,40.784537,1,0.0016160000000127,0.0052919999999971,2009,4,23,11,3,afternoon,603.2988330972156,6.795968722418074,United States,New York,New York,Manhattan,13.9,6.1,0.0,0.0
5.0,-73.98700600000001,40.766011,-73.978656,40.773237,2,0.0083500000000071,0.0072260000000028,2014,2,15,0,5,clubbing,1068.127779789531,4.681087876007893,United States,New York,New York,Manhattan,2.8,-2.7,3.3,41.0
4.5,-74.00284,40.734345000000005,-73.995478,40.739136,3,0.0073620000000005,0.0047909999999973,2009,2,1,15,6,evening rush hour,818.396283284292,5.498558695722721,United States,New York,New York,Manhattan,11.1,-3.3,0.0,0.0
8.9,-73.970226,40.784207,-73.98331400000001,40.766345,1,0.0130880000000104,0.0178620000000009,2010,10,14,19,3,night,2270.5346504232366,3.919781624271185,United States,New York,New York,Manhattan,17.2,10.0,15.5,0.0
5.0,-73.956539,40.771041,-73.965082,40.759606,1,0.0085429999999888,0.0114349999999987,2009,2,14,20,5,night,1460.413091499411,3.4236888378386716,United States,New York,New York,Manhattan,5.0,-2.2,0.0,0.0
8.1,-73.999319,40.723317,-73.986452,40.724219,1,0.0128669999999999,0.0009019999999964,2009,5,3,19,6,night,1091.6794363628187,7.419760536102992,United States,New York,New York,Manhattan,15.6,11.1,10.4,0.0
11.3,-73.970809,40.761546,-73.958188,40.734117,1,0.0126209999999957,0.027429000000005,2011,9,27,21,1,night,3227.081387489452,3.5016160558599907,United States,New York,New York,Manhattan,25.0,20.6,0.0,0.0
7.3,-73.99216899999999,40.76422,-73.98962399999999,40.755313,1,0.0025449999999977,0.0089070000000006,2011,8,31,15,2,evening rush hour,1012.1916584175528,7.212072871073375,United States,New York,New York,Manhattan,29.4,17.2,0.0,0.0
9.0,-73.99010200000001,40.72885,-73.974515,40.750803999999995,4,0.0155870000000106,0.0219539999999938,2014,12,26,18,4,evening rush hour,2770.7417060843936,3.2482277147077636,United States,New York,New York,Manhattan,10.0,4.4,0.0,0.0
7.5,-73.9686050415039,40.7552375793457,-73.95237731933594,40.77270126342773,1,0.0162277221679687,0.0174636840820241,2015,3,4,21,2,night,2374.5316433628045,3.158517605340699,United States,New York,New York,Manhattan,7.2,1.7,6.4,0.0
5.7,-73.95865,40.764032,-73.958147,40.777943,1,0.000503000000009,0.0139110000000002,2010,1,19,19,1,night,1545.3929478239563,3.688382303042136,United States,New York,New York,Manhattan,8.9,4.4,0.0,0.0
15.3,-73.988543,40.748805,-73.96968199999999,40.761707,1,0.0188610000000153,0.0129020000000039,2010,12,21,18,1,evening rush hour,2142.329825727629,7.141757453151944,United States,New York,New York,Manhattan,3.3,-2.2,0.0,0.0
4.9,-73.990893,40.756351,-73.979674,40.758915,1,0.0112189999999969,0.0025639999999995,2010,11,23,6,1,early morning,989.2247862336972,4.953373660051428,United States,New York,New York,Manhattan,16.1,10.0,0.0,0.0
7.5,-74.00586700439453,40.7171287536621,-74.00340270996094,40.727027893066406,1,0.0024642944335937,0.0098991394043039,2015,4,25,7,5,morning rush hour,1118.827807164858,6.703444401337518,United States,New York,New York,Manhattan,16.7,3.3,0.0,0.0
5.3,-73.99202,40.725982,-74.00025699999999,40.730278000000006,1,0.008236999999994,0.0042960000000036,2009,4,17,20,4,night,843.6907003266872,6.281922981902937,United States,New York,New York,Manhattan,21.7,5.6,0.0,0.0
4.5,-73.98367900000001,40.751495,-73.979341,40.758701,1,0.0043380000000041,0.0072060000000035,2011,8,18,10,3,morning rush hour,880.0837418078468,5.113149790446315,United States,New York,New York,Manhattan,28.3,19.4,1.8,0.0
4.5,-73.978251,40.752106,-73.99012900000001,40.757003000000005,1,0.01187800000001,0.0048970000000068,2011,8,7,11,6,afternoon,1140.9854261779865,3.943959227484497,United States,New York,New York,Manhattan,31.7,22.8,4.1,0.0
4.1,-73.972185,40.758037,-73.976996,40.751628,1,0.0048110000000036,0.0064090000000049,2010,8,26,22,3,night,819.5076273810242,5.003004075877544,United States,New York,New York,Manhattan,27.8,18.3,0.0,0.0
12.5,-73.992108,40.754125,-73.960262,40.775455,5,0.0318460000000015,0.0213299999999989,2011,11,3,14,3,afternoon,3583.3905543259716,3.4883163893228555,United States,New York,New York,Manhattan,15.0,7.8,0.0,0.0
4.9,-73.97901999999999,40.767022999999995,-73.981803,40.758257,1,0.0027830000000079,0.0087659999999942,2009,11,8,14,6,afternoon,1001.4188403499504,4.893057532538206,United States,New York,New York,Manhattan,20.6,8.3,0.0,0.0
7.5,-74.0054702758789,40.75125503540039,-73.99726867675781,40.7447509765625,1,0.0082015991210937,0.0065040588378906,2015,2,23,9,0,morning rush hour,1000.728385657566,7.494541083764547,United States,New York,New York,Manhattan,3.3,-13.2,0.0,0.0
8.1,-73.989685,40.725707,-73.993789,40.745961,1,0.0041040000000123,0.0202540000000013,2009,8,1,0,5,clubbing,2275.7414256473357,3.5592795862983206,United States,New York,New York,Manhattan,28.3,18.3,0.0,0.0
8.5,-73.98785,40.750608,-73.977548,40.779142,1,0.0103019999999958,0.0285340000000005,2011,1,12,20,2,night,3285.9031832088876,2.5868078047568113,United States,New York,New York,Manhattan,-0.6,-4.4,15.5,155.0
4.0,-73.97240447998048,40.78630828857422,-73.97661590576173,40.78051376342773,1,0.00421142578125,0.0057945251464914,2015,5,17,19,6,night,735.1446485976732,5.441106056651856,United States,New York,New York,Manhattan,28.3,17.8,0.5,0.0
13.5,-73.98871,40.7587,-73.99717,40.72532,2,0.0084599999999994,0.0333799999999939,2014,7,18,13,4,afternoon,3775.055974151464,3.576105915365786,United States,New York,New York,Manhattan,27.2,17.8,0.0,0.0
8.0,-73.976555,40.751656,-74.00066600000001,40.758407,4,0.0241110000000048,0.0067510000000012,2014,2,16,12,6,afternoon,2169.7103258137595,3.687128140941839,United States,New York,New York,Manhattan,-1.0,-6.0,0.0,0.0
5.7,-73.985102,40.72789,-73.998265,40.733965000000005,1,0.0131630000000058,0.0060750000000027,2011,1,6,14,3,afternoon,1300.6056165029788,4.382573723867158,United States,New York,New York,Manhattan,0.6,-3.3,0.0,0.0
5.7,-73.995373,40.759599,-73.981255,40.751939,1,0.0141179999999963,0.0076600000000013,2009,11,12,23,3,clubbing,1464.5511674065408,3.8919773694856183,United States,New York,New York,Manhattan,10.0,7.2,1.8,0.0
4.9,-73.984208,40.742793,-73.973988,40.744034,2,0.0102199999999896,0.0012410000000002,2011,8,28,21,6,night,874.1193865859659,5.605641603646216,United States,New York,New York,Manhattan,23.9,18.3,101.3,0.0
7.7,-73.98255999999999,40.762045,-73.973388,40.784592,1,0.0091719999999924,0.0225470000000029,2011,6,14,20,1,night,2620.8326089699217,2.9379976323731594,United States,New York,New York,Manhattan,22.2,14.4,1.3,0.0
6.5,-73.98744,40.732768,-73.974825,40.749865,5,0.0126150000000109,0.0170969999999996,2011,6,23,8,3,morning rush hour,2177.1525496531085,2.9855510129667593,United States,New York,New York,Manhattan,21.7,18.9,6.6,0.0
10.1,-73.991896,40.749793,-73.980152,40.763315000000006,2,0.011743999999993,0.0135220000000089,2009,12,17,10,3,morning rush hour,1799.5315432536208,5.612571803958946,United States,New York,New York,Manhattan,-0.6,-6.7,0.0,0.0
6.9,-73.97964499999999,40.750223,-73.96935500000001,40.758415,1,0.0102899999999834,0.008192000000001,2010,12,9,22,3,night,1258.0415220820475,5.4847156305147715,United States,New York,New York,Manhattan,-1.1,-5.0,0.0,0.0
7.5,-73.9557113647461,40.77936172485352,-73.95925903320312,40.76007461547852,1,0.0035476684570312,0.019287109375,2015,6,15,5,0,early morning,2162.6646508684753,3.4679440462432196,United States,New York,New York,Manhattan,28.3,17.8,14.5,0.0
8.5,-74.006038,40.748587,-73.98682600000001,40.766537,2,0.019211999999996,0.017949999999999,2011,6,28,17,1,evening rush hour,2570.0738392946787,3.3072979733269876,United States,New York,New York,Manhattan,28.3,22.2,0.0,0.0
8.1,-73.958515,40.76424,-73.98571700000001,40.775582,1,0.0272020000000026,0.011341999999999,2011,10,15,20,5,night,2619.2944733262775,3.092435799978496,United States,New York,New York,Manhattan,18.3,12.2,0.0,0.0
3.3,-73.991715,40.738938,-73.994615,40.733098,1,0.0028999999999967,0.0058399999999991,2010,7,13,21,1,night,693.2471126533263,4.7602073485306216,United States,New York,New York,Manhattan,28.3,22.8,21.3,0.0
8.0,-73.961077,40.760844,-73.958237,40.781617,2,0.0028400000000061,0.0207729999999983,2014,10,30,20,3,night,2319.2581058781716,3.449378911180242,United States,New York,New York,Manhattan,15.0,8.3,0.0,0.0
6.9,-73.977979,40.738326,-73.992962,40.729751,2,0.0149830000000008,0.0085750000000004,2009,5,18,14,0,afternoon,1583.868590234871,4.356422017925619,United States,New York,New York,Manhattan,14.4,9.4,0.0,0.0
6.9,-73.98424,40.770146999999994,-73.97304,40.762315,1,0.0112000000000023,0.0078319999999934,2011,10,6,18,3,evening rush hour,1284.7848838977725,5.370548865010633,United States,New York,New York,Manhattan,19.4,8.3,0.0,0.0
10.9,-73.990939,40.745341,-73.956774,40.766740000000006,1,0.0341650000000015,0.0213990000000023,2010,5,12,21,2,night,3737.715809231284,2.9162195726811406,United States,New York,New York,Manhattan,8.9,6.7,10.9,0.0
5.0,-73.99896,40.744072,-73.99613000000001,40.738487,5,0.0028299999999887,0.0055850000000035,2014,4,5,15,5,evening rush hour,664.6759145109002,7.522463039268145,United States,New York,New York,Manhattan,12.2,4.4,0.0,0.0
5.0,-73.99835205078125,40.72248840332031,-73.98910522460938,40.72939682006836,1,0.009246826171875,0.0069084167480468,2015,1,7,12,2,afternoon,1094.9057651003457,4.56660304418231,United States,New York,New York,Manhattan,-4.9,-12.7,0.0,0.0
5.5,-73.970635,40.754775,-73.976834,40.749203,1,0.0061989999999951,0.0055720000000007,2014,9,9,21,1,night,810.5106451355989,6.78584548273249,United States,New York,New York,Manhattan,22.8,17.2,0.0,0.0
5.3,-73.95826,40.778822,-73.956397,40.769791999999995,2,0.0018630000000001,0.0090300000000027,2010,5,20,15,3,evening rush hour,1015.0363036915531,5.221488118922051,United States,New York,New York,Manhattan,26.1,12.8,0.0,0.0
10.9,-74.006596,40.731786,-73.993418,40.770291,1,0.0131779999999963,0.0385050000000006,2011,11,4,20,4,night,4418.398481696752,2.466957212019995,United States,New York,New York,Manhattan,11.7,5.0,0.0,0.0
5.3,-73.985238,40.721965,-74.00041800000001,40.72726,1,0.015180000000015,0.0052950000000038,2010,11,10,19,2,night,1410.845095585183,3.7566136896139506,United States,New York,New York,Manhattan,13.3,7.8,0.0,0.0
4.5,-73.966489,40.764634,-73.962547,40.75724,1,0.003941999999995,0.0073939999999979,2009,1,4,18,6,evening rush hour,886.0000046989545,5.07900674507221,United States,New York,New York,Manhattan,5.6,-3.9,0.0,0.0
10.5,-73.976422,40.75111,-73.99037,40.7402,1,0.0139479999999991,0.0109099999999955,2014,7,2,11,2,afternoon,1689.8415395340091,6.21360036095188,United States,New York,New York,Manhattan,32.8,22.2,24.4,0.0
10.9,-73.981729,40.773036,-73.982901,40.736225,1,0.0011719999999968,0.0368110000000001,2010,2,10,21,2,night,4089.028856485004,2.665669620480453,United States,New York,New York,Manhattan,1.1,-1.1,33.8,254.0
6.1,-73.97314399999999,40.75877,-73.965976,40.774042,1,0.0071679999999929,0.015272000000003,2009,4,14,21,1,night,1800.6963509496532,3.3875783647714814,United States,New York,New York,Manhattan,11.1,5.6,4.3,0.0
16.0,-73.98164367675781,40.76701354980469,-74.0067367553711,40.74139022827149,1,0.0250930786132812,0.025623321533196,2015,6,30,17,1,evening rush hour,3547.7996690055575,4.509837502883801,United States,New York,New York,Manhattan,27.8,20.0,1.0,0.0
7.5,-73.98745727539062,40.73808670043945,-73.9890365600586,40.720611572265625,2,0.0015792846679687,0.0174751281738281,2015,5,31,4,6,early morning,1945.1706640784232,3.855702812356224,United States,New York,New York,Manhattan,30.6,13.9,37.1,0.0
8.0,-73.99760437011719,40.736793518066406,-73.98113250732422,40.745460510253906,2,0.0164718627929687,0.0086669921875,2015,5,27,8,2,morning rush hour,1691.7343389334426,4.728874868759605,United States,New York,New York,Manhattan,29.4,21.1,2.0,0.0
7.3,-73.97814699999999,40.744892,-73.98795799999999,40.756273,5,0.0098109999999991,0.011381,2011,7,28,17,3,evening rush hour,1511.2306074494682,4.83050036441516,United States,New York,New York,Manhattan,30.6,21.7,0.0,0.0
8.5,-73.98934799999999,40.757543,-73.975914,40.782152,1,0.0134339999999895,0.0246090000000052,2009,4,27,11,0,afternoon,2958.831128674416,2.8727560412709594,United States,New York,New York,Manhattan,28.9,14.4,0.0,0.0
9.5,-73.972787,40.756155,-73.98572,40.731157,1,0.0129330000000038,0.0249979999999965,2014,4,14,9,0,morning rush hour,2983.1795506440203,3.1845216952996016,United States,New York,New York,Manhattan,23.9,15.0,0.0,0.0
8.9,-73.980103,40.747293,-74.006747,40.74204,6,0.0266440000000045,0.0052529999999961,2009,2,12,23,3,clubbing,2324.7052783523836,3.828442290244983,United States,New York,New York,Manhattan,13.9,6.7,3.0,0.0
9.3,-73.991352,40.750075,-73.964149,40.756784,2,0.027203,0.0067090000000007,2009,10,25,21,6,night,2415.029474529415,3.850884677841113,United States,New York,New York,Manhattan,16.7,10.6,0.0,0.0
4.5,-73.97614499999999,40.744623,-73.983463,40.731695,2,0.0073180000000121,0.0129279999999951,2010,4,13,19,1,night,1563.0570416674482,2.8789736267074812,United States,New York,New York,Manhattan,13.3,8.3,0.0,0.0
9.7,-73.98613399999999,40.756566,-73.994937,40.727878,1,0.0088030000000003,0.0286880000000024,2010,10,5,12,1,afternoon,3271.3855057051373,2.965104535397516,United States,New York,New York,Manhattan,16.1,11.7,0.0,0.0
6.9,-73.96859,40.754777,-73.990175,40.741836,1,0.0215849999999875,0.0129409999999978,2011,3,25,10,4,morning rush hour,2321.2835711472662,2.972493359176173,United States,New York,New York,Manhattan,5.6,-2.2,0.0,0.0
4.5,-73.99054100000001,40.755234,-73.984411,40.764641,1,0.006130000000013,0.0094069999999959,2009,7,14,9,1,morning rush hour,1165.8471003097063,3.859854348657366,United States,New York,New York,Manhattan,26.1,16.1,0.0,0.0
5.5,-73.973382,40.758758,-73.975726,40.752431,1,0.0023439999999936,0.0063269999999988,2014,9,30,21,1,night,729.957777581019,7.534682373309664,United States,New York,New York,Manhattan,21.7,16.7,0.0,0.0
7.5,-73.994615,40.750516999999995,-73.975521,40.763555,1,0.0190939999999955,0.0130380000000016,2014,3,31,6,0,early morning,2167.0275533925956,3.4609619929651356,United States,New York,New York,Manhattan,13.3,2.2,4.1,0.0
4.5,-73.985663,40.743794,-73.983487,40.738656,1,0.0021760000000057,0.0051380000000023,2009,4,15,19,2,night,599.4405215606782,7.507000007747204,United States,New York,New York,Manhattan,13.9,5.6,5.1,0.0
5.7,-73.96311,40.770817,-73.97318,40.758305,1,0.0100699999999989,0.0125120000000009,2010,7,1,6,3,early morning,1628.9547008568288,3.4991764945960773,United States,New York,New York,Manhattan,25.0,16.7,0.0,0.0
5.7,-73.991472,40.770082,-73.97545500000001,40.782863,1,0.0160169999999908,0.0127809999999968,2010,11,19,17,4,evening rush hour,1960.294263488227,2.9077267154050586,United States,New York,New York,Manhattan,8.9,4.4,0.0,0.0
5.3,-73.979987,40.751817,-73.985173,40.741555,1,0.005186000000009,0.0102620000000044,2009,12,15,20,1,night,1220.8563819041826,4.341214968900383,United States,New York,New York,Manhattan,11.1,5.6,0.0,0.0
5.7,-73.993323,40.742053000000006,-73.980168,40.751568,5,0.0131549999999975,0.0095149999999932,2009,8,3,14,0,afternoon,1533.2454718565557,3.717604326656228,United States,New York,New York,Manhattan,28.9,21.1,0.0,0.0
13.0,-73.989287,40.747838,-73.976007,40.788955,1,0.0132800000000088,0.0411169999999998,2014,5,29,23,3,clubbing,4701.665925876298,2.7649773941726954,United States,New York,New York,Manhattan,18.9,10.6,0.0,0.0
4.5,-73.9571,40.778998,-73.96286500000001,40.76979,1,0.0057650000000109,0.0092080000000009,2009,4,4,14,5,afternoon,1132.4589877596763,3.9736538352724553,United States,New York,New York,Manhattan,12.2,8.3,0.0,0.0
8.5,-73.985342,40.738388,-73.968337,40.767327,1,0.0170049999999974,0.0289390000000011,2011,10,5,22,2,night,3519.913387283894,2.4148321463554363,United States,New York,New York,Manhattan,21.7,11.7,0.0,0.0
13.5,-73.972677,40.764557,-73.99105,40.750337,2,0.0183729999999968,0.0142200000000016,2014,12,26,15,4,evening rush hour,2213.746767664374,6.098258480685779,United States,New York,New York,Manhattan,10.0,4.4,0.0,0.0
16.5,-74.002166,40.734753000000005,-73.950056,40.775322,1,0.0521099999999989,0.0405689999999978,2014,1,18,3,5,early morning,6297.666323835611,2.6200181387112025,United States,New York,New York,Manhattan,5.0,-1.6,1.8,0.0
3.7,-73.98863399999999,40.768883,-73.982229,40.776701,2,0.0064049999999866,0.0078180000000003,2010,12,21,8,1,morning rush hour,1022.8082270037906,3.617491434184844,United States,New York,New York,Manhattan,3.3,-2.2,0.0,0.0
4.5,-73.977645,40.72596,-73.98539699999999,40.727467,1,0.0077519999999964,0.0015069999999965,2011,6,4,18,5,evening rush hour,675.9462222877736,6.657334343506687,United States,New York,New York,Manhattan,23.9,15.0,0.0,0.0
6.1,-73.985012,40.768795,-73.96689,40.764582,2,0.018121999999991,0.004213,2010,2,5,20,4,night,1599.991583303236,3.8125200555157583,United States,New York,New York,Manhattan,2.2,-1.7,0.0,0.0
5.7,-73.99387800000001,40.751515000000005,-74.00081800000001,40.761725,2,0.0069400000000001,0.0102099999999936,2009,3,1,1,6,clubbing,1276.3127608463476,4.465989978992469,United States,New York,New York,Manhattan,2.2,-2.2,3.8,46.0
6.5,-74.001723,40.746662,-74.00542,40.72709,3,0.0036970000000025,0.0195720000000036,2009,4,3,9,4,morning rush hour,2195.767343053411,2.9602407652903557,United States,New York,New York,Manhattan,16.1,8.9,23.1,0.0
4.1,-73.98549,40.747288,-73.99134699999999,40.739093,1,0.0058569999999917,0.0081950000000006,2010,5,4,10,1,morning rush hour,1035.8086880743103,3.9582599057190566,United States,New York,New York,Manhattan,27.2,16.7,0.0,0.0
7.3,-73.967563,40.756257,-73.985986,40.740301,1,0.0184229999999985,0.0159559999999956,2010,1,29,23,4,clubbing,2358.0634657215537,3.0957606129427235,United States,New York,New York,Manhattan,-5.0,-8.9,0.0,0.0
